--------DVBS Program Data!--------
NOTE: Channel Number/Channel Name/Service Type/Free or Scramble/Frequency/Polarity/SymbolRate are forbidden to edit!Only support re-ordering.Forbid delete channel!
Channel Number,Channel Name,Service Type,Free or Scramble,Frequency(MHz),Polarity,SymbolRate(KS/s),[S]
61,radioeins ,RADIO,Free,12266,H,27500
61,DATASYSTEM ,DATA,Free,12168,V,29700
62,Zee One ,DTV,Free,10921,H,22000
62,Fritz ,RADIO,Free,12266,H,27500
62,MB SAT - Test3 ,DATA,Free,12633,H,22000
63,Family TV ,DTV,Free,10921,H,22000
63,SR 1 Europawelle ,RADIO,Free,12266,H,27500
64,. ,DTV,Free,10921,H,22000
64,SR 2 KulturRadio ,RADIO,Free,12266,H,27500
65,. ,DTV,Free,10921,H,22000
65,SR 3 Saarlandwelle ,RADIO,Free,12266,H,27500
66,Sky Sport News ,DTV,Free,10921,H,22000
66,SWR1 BW ,RADIO,Free,12266,H,27500
67,. ,DTV,Free,10921,H,22000
67,SWR1 RP ,RADIO,Free,12266,H,27500
68,. ,DTV,Free,10921,H,22000
68,SWR2 ,RADIO,Free,12266,H,27500
69,. ,DTV,Free,10921,H,22000
69,SWR3 ,RADIO,Free,12266,H,27500
70,Zee One HD ,DTV,Free,10964,H,22000
70,SWR4 BW ,RADIO,Free,12266,H,27500
71,Sparhandy TV 2 HD ,DTV,Free,10964,H,22000
71,SWR4 RP ,RADIO,Free,12266,H,27500
72,Channel21 HD ,DTV,Free,10964,H,22000
72,DASDING ,RADIO,Free,12266,H,27500
73,QVC BEAUTY & STYLE HD ,DTV,Free,10964,H,22000
73,SWR Aktuell ,RADIO,Free,12266,H,27500
74, ,DTV,Free,10979,V,22000
74,1LIVE ,RADIO,Free,12266,H,27500
75,tagesschau24 HD ,DTV,Free,11052,H,22000
75,WDR 2 ,RADIO,Free,12266,H,27500
76,ONE HD ,DTV,Free,11052,H,22000
76,WDR 3 ,RADIO,Free,12266,H,27500
77,SR Fernsehen HD ,DTV,Free,11052,H,22000
77,WDR 4 ,RADIO,Free,12266,H,27500
78,TV Record SD ,DTV,Free,11068,V,22000
78,WDR 5 ,RADIO,Free,12266,H,27500
79,Cordoba TV ,DTV,Free,11068,V,22000
79,COSMO ,RADIO,Free,12266,H,27500
80,TELESUR ,DTV,Free,11068,V,22000
80,1LIVE diGGi ,RADIO,Free,12266,H,27500
81,TBN Espana ,DTV,Free,11068,V,22000
81,KIRAKA ,RADIO,Free,12266,H,27500
82,TVGA ,DTV,Free,11068,V,22000
82,WDR Event ,RADIO,Free,12266,H,27500
83,I24 Francis ,DTV,Free,11068,V,22000
83,SUD RADIO ,RADIO,Free,12363,V,27500
84,. ,DTV,Free,11111,H,22000
84,MC DOUALIYA ,RADIO,Free,12363,V,27500
85,CANAL SUR A. ,DTV,Free,11156,V,22000
85,BFM BUSINESS ,RADIO,Free,12363,V,27500
86,. ,DTV,Free,11171,H,22000
86,MOSAIQUE RADIOS ,RADIO,Free,12363,V,27500
87,TV TRWAM ,DTV,Free,11186,V,22000
87,FUN RADIO ,RADIO,Free,12363,V,27500
88,BVN TV ,DTV,Free,11186,V,22000
89,BBC World News Europe HD ,DTV,Free,11229,V,22000
89,BBCW SERVICE ,RADIO,Free,12363,V,27500
90,NHK World TV ,DTV,Free,11229,V,22000
90,BBC ARABIC ,RADIO,Free,12363,V,27500
91,Al Jazeera English HD ,DTV,Free,11229,V,22000
91,MOUV' ,RADIO,Free,12363,V,27500
92,MB LIVE ,DTV,Free,11229,V,22000
92,FRANCE MUSIQUE ,RADIO,Free,12363,V,27500
93,Volksmusik ,DTV,Free,11244,H,22000
93,FIP ,RADIO,Free,12363,V,27500
94,Bibel TV HD ,DTV,Free,11244,H,22000
94,FRANCE INFO ,RADIO,Free,12363,V,27500
95,Schau TV HD ,DTV,Free,11244,H,22000
95,FRANCE INTER ,RADIO,Free,12363,V,27500
96,Starparadies AT ,DTV,Free,11244,H,22000
96,FRANCE CULTURE ,RADIO,Free,12363,V,27500
97,HOPE Channel HD ,DTV,Free,11244,H,22000
97,FRANCE BLEU ,RADIO,Free,12363,V,27500
98,RTLplus Austria ,DTV,Free,11244,H,22000
98,RFI INTERNAT ,RADIO,Free,12363,V,27500
99,RADIO CLASSIQUE ,RADIO,Free,12363,V,27500
100,Service 13231 ,DTV,Free,11244,H,22000
100,RTL ,RADIO,Free,12363,V,27500
101,Service 13232 ,DTV,Free,11244,H,22000
101,EUROPE 1 ,RADIO,Free,12363,V,27500
102,Service 13233 ,DTV,Free,11244,H,22000
102,RMC ,RADIO,Free,12363,V,27500
103,flimmit Zusatzpaket ,DTV,Free,11273,H,22000
103,RIRE & CHANSONS ,RADIO,Free,12363,V,27500
104,Aristo.TV ,DTV,Free,11273,H,22000
104,TSF JAZZ ,RADIO,Free,12363,V,27500
105,R9 Oesterreich HD ,DTV,Free,11273,H,22000
105,OUI FM ,RADIO,Free,12363,V,27500
106,SCHWEIZ 5 ,DTV,Free,11273,H,22000
106,JAZZ RADIO ,RADIO,Free,12363,V,27500
107,oe24.TV ,DTV,Free,11273,H,22000
107,NOVA ,RADIO,Free,12363,V,27500
108,QS24 ,DTV,Free,11273,H,22000
108,RADIO FG ,RADIO,Free,12363,V,27500
109,gotv neu ,DTV,Free,11273,H,22000
109,CONTACT FM ,RADIO,Free,12363,V,27500
110,Melodie TV NEU ,DTV,Free,11273,H,22000
110,NOSTALGIE ,RADIO,Free,12363,V,27500
111,RAI News 24 ,DTV,Free,11288,V,22000
111,NRJ ,RADIO,Free,12363,V,27500
112,Deutschland Vozrozhdenie ,DTV,Free,11288,V,22000
112,RFM ,RADIO,Free,12363,V,27500
113,ServusTV HD Deutschland ,DTV,Free,11300,H,22000
113,VIRGIN RADIO ,RADIO,Free,12363,V,27500
114,3sat HD ,DTV,Free,11347,V,22000
114,CHERIE FM ,RADIO,Free,12363,V,27500
115,KiKA HD ,DTV,Free,11347,V,22000
115,RTL2 ,RADIO,Free,12363,V,27500
116,ZDFinfo HD ,DTV,Free,11347,V,22000
116,SKYROCK ,RADIO,Free,12363,V,27500
117,ZDF HD ,DTV,Free,11362,H,22000
117,RADIO NOTRE DAME ,RADIO,Free,12363,V,27500
118,zdf_neo HD ,DTV,Free,11362,H,22000
118,RADIO ALFA ,RADIO,Free,12363,V,27500
119,TELESUR HD ,DTV,Free,11377,V,22000
119,BEUR FM ,RADIO,Free,12363,V,27500
120,RT HD ,DTV,Free,11377,V,22000
120,. ,RADIO,Free,12460,H,27500
121,RT Esp HD ,DTV,Free,11377,V,22000
121,egoFM ,RADIO,Free,12460,H,27500
122,RT France HD ,DTV,Free,11377,V,22000
122,Klassik Radio ,RADIO,Free,12460,H,27500
123,RT Esp HD ,DTV,Free,11377,V,22000
123,. ,RADIO,Free,12460,H,27500
124,RTL 2 CH ,DTV,Free,11391,H,22000
124,. ,RADIO,Free,12460,H,27500
125,SES 01 ,DTV,Free,11421,H,22000
125,JAM FM ,RADIO,Free,12460,H,27500
126,SES 02 ,DTV,Free,11421,H,22000
126,VRT Radio1 ,RADIO,Free,12515,H,22000
127,. ,DTV,Free,11421,H,22000
127,VRT Radio2 ,RADIO,Free,12515,H,22000
128,SES 04 ,DTV,Free,11421,H,22000
128,Radio Lebensquelle ,RADIO,Free,12515,H,22000
129,SES 06 ,DTV,Free,11421,H,22000
129,Radio Freundes-Dienst ,RADIO,Free,12515,H,22000
130,SES 07 ,DTV,Free,11421,H,22000
130,Radio neue Hoffnung ,RADIO,Free,12604,H,22000
131,SES 08 ,DTV,Free,11421,H,22000
131,RTL RADIO ,RADIO,Free,12604,H,22000
132,SES 09 ,DTV,Free,11421,H,22000
132,Radio Horeb ,RADIO,Free,12604,H,22000
133,SES 10 ,DTV,Free,11421,H,22000
133,Inselradio ,RADIO,Free,12633,H,22000
134,. ,DTV,Free,11421,H,22000
134,ffn  ,RADIO,Free,12633,H,22000
135,. ,DTV,Free,11421,H,22000
135,Radio Paloma ,RADIO,Free,12633,H,22000
136,. ,DTV,Free,11421,H,22000
136,Radio HBR ,RADIO,Free,12633,H,22000
137,Die Neue Zeit TV ,DTV,Free,11421,H,22000
137,Radio HCJB ,RADIO,Free,12633,H,22000
138,. ,DTV,Free,11421,H,22000
138,SCHLAGERPARADIES ,RADIO,Free,12633,H,22000
139,. ,DTV,Free,11421,H,22000
139,Radio Gloria ,RADIO,Free,12633,H,22000
140,. ,DTV,Free,11421,H,22000
140,HIT RADIO FFH ,RADIO,Free,12633,H,22000
141,. ,DTV,Free,11421,H,22000
141,planet radio ,RADIO,Free,12633,H,22000
142,Das Erste HD ,DTV,Free,11494,H,22000
142,harmony.fm ,RADIO,Free,12633,H,22000
143,arte HD ,DTV,Free,11494,H,22000
143,Radio Regenbogen ,RADIO,Free,12633,H,22000
144,SWR BW HD ,DTV,Free,11494,H,22000
144,radioB2  SCHLAGER ,RADIO,Free,12633,H,22000
145,SWR RP HD ,DTV,Free,11494,H,22000
145,OE1 ,RADIO,Free,12663,H,22000
146,Cubavision Internacional ,DTV,Free,11509,V,22000
146,OE1 DD ,RADIO,Free,12663,H,22000
147,Al Jazeera Channel ,DTV,Free,11509,V,22000
147,OE2 W ,RADIO,Free,12663,H,22000
148,Arirang TV ,DTV,Free,11509,V,22000
148,OE2 N ,RADIO,Free,12663,H,22000
149,RT Esp ,DTV,Free,11509,V,22000
149,OE2 B ,RADIO,Free,12663,H,22000
150,a.tv ,DTV,Free,11523,H,22000
150,OE2 O ,RADIO,Free,12663,H,22000
151,Franken Fernsehen ,DTV,Free,11523,H,22000
151,OE2 S ,RADIO,Free,12663,H,22000
152,intv ,DTV,Free,11523,H,22000
152,OE2 T ,RADIO,Free,12663,H,22000
153,Ulm-Allgäu ,DTV,Free,11523,H,22000
153,OE2 V ,RADIO,Free,12663,H,22000
154,münchen.tv ,DTV,Free,11523,H,22000
154,OE2 St ,RADIO,Free,12663,H,22000
155,Regional Fernsehen Obb. ,DTV,Free,11523,H,22000
155,OE2 K ,RADIO,Free,12663,H,22000
156,Mainfranken ,DTV,Free,11523,H,22000
156,OE3 ,RADIO,Free,12663,H,22000
157,TV Oberfranken ,DTV,Free,11523,H,22000
157,FM4 ,RADIO,Free,12663,H,22000
158,TVA-OTV ,DTV,Free,11523,H,22000
158,U1 Tirol ,RADIO,Free,12663,H,22000
159,Niederbayern ,DTV,Free,11523,H,22000
159,Hope Channel Radio ,RADIO,Free,12663,H,22000
160,Lokal-TV-Portal ,DTV,Free,11523,H,22000
160,RADIO MARIA ,RADIO,Free,12663,H,22000
161,Russia Today ,DTV,Free,11538,V,22000
161,Nostalgie ,RADIO,Scramble,12515,H,22000
162,France 24 (en Français) ,DTV,Free,11538,V,22000
162,AUDIO PRIMO ,RADIO,Scramble,12363,V,27500
163,France 24 (in English) ,DTV,Free,11538,V,22000
164,France 24 (in Arabic) ,DTV,Free,11538,V,22000
165,CGTN Documentary ,DTV,Free,11538,V,22000
166,CGTN F ,DTV,Free,11538,V,22000
167,CGTN ,DTV,Free,11538,V,22000
168,TV5MONDE EUROPE ,DTV,Free,11538,V,22000
169,TRT World HD ,DTV,Free,11538,V,22000
170,a.tv HD ,DTV,Free,11552,H,22000
171,mþnchen.tv HD ,DTV,Free,11552,H,22000
172,rfo HD Fernsehen Oberbayern ,DTV,Free,11552,H,22000
173,Ulm-AllgĦu HD ,DTV,Free,11552,H,22000
174,intv HD ,DTV,Free,11552,H,22000
175,Lokal-TV-Portal HD ,DTV,Free,11552,H,22000
176,BR Fernsehen Süd HD ,DTV,Free,11582,H,22000
177,BR Fernsehen Nord HD ,DTV,Free,11582,H,22000
178,NDR FS NDS HD ,DTV,Free,11582,H,22000
179,NDR FS MV HD ,DTV,Free,11582,H,22000
180,NDR FS HH HD ,DTV,Free,11582,H,22000
181,NDR FS SH HD ,DTV,Free,11582,H,22000
182,PHOENIX HD ,DTV,Free,11582,H,22000
183,CNBC Europe ,DTV,Free,11597,V,22000
184,Bloomberg Europe TV ,DTV,Free,11597,V,22000
185,Sonlife Broadcasting Network ,DTV,Free,11597,V,22000
186,Algerie 3 ,DTV,Free,11597,V,22000
187,Canal Algerie ,DTV,Free,11597,V,22000
188,VR demo ,DTV,Free,11612,H,22000
189,TRT Turk ,DTV,Free,11612,H,22000
190,R1 ,DTV,Free,11612,H,22000
191,R1 EXTRA ,DTV,Free,11612,H,22000
192,TVRUS ,DTV,Free,11612,H,22000
193,TVE INTERNACIONAL EUROPA ,DTV,Free,11627,V,22000
194,CANAL 24 HORAS ,DTV,Free,11627,V,22000
195,CNN Int. ,DTV,Free,11627,V,22000
196,DW (English) ,DTV,Free,11627,V,22000
197,DW (Arabia 2) ,DTV,Free,11627,V,22000
198,Al Jazeera English ,DTV,Free,11627,V,22000
199,. ,DTV,Free,11671,H,22000
200,SAT.1 Gold Österreich ,DTV,Free,11671,H,22000
201,Pro7 MAXX Austria ,DTV,Free,11671,H,22000
202,kabel1 Doku austria ,DTV,Free,11671,H,22000
203,BAJO DEMANDA ,DTV,Free,11686,V,22000
204,ARAGON TV ,DTV,Free,11686,V,22000
205,VH1 Classic. ,DTV,Free,11739,V,27500
206,Das Erste ,DTV,Free,11836,H,27500
207,BR Fernsehen Süd ,DTV,Free,11836,H,27500
208,hr-fernsehen ,DTV,Free,11836,H,27500
209,BR Fernsehen Nord ,DTV,Free,11836,H,27500
210,WDR Köln ,DTV,Free,11836,H,27500
211,SWR Fernsehen BW ,DTV,Free,11836,H,27500
212,M6 BOUTIQUE ,DTV,Free,11856,V,29700
213,. ,DTV,Free,11876,H,27500
214,3sat ,DTV,Free,11954,H,27500
215,KiKA ,DTV,Free,11954,H,27500
216,ZDF ,DTV,Free,11954,H,27500
217,zdf_neo ,DTV,Free,11954,H,27500
218,ZDFinfo ,DTV,Free,11954,H,27500
219,Comedy Central/VIVA ,DTV,Free,11973,V,27500
220,Nickelodeon ,DTV,Free,11973,V,27500
221,CNEWS ,DTV,Free,12012,V,29700
222,Sky Select ,DTV,Free,12032,H,27500
223,ProSieben Schweiz ,DTV,Free,12051,V,27500
224,ProSieben Austria ,DTV,Free,12051,V,27500
225,Kabel 1 Schweiz ,DTV,Free,12051,V,27500
226,Kabel 1 Austria ,DTV,Free,12051,V,27500
227,SAT.1 A ,DTV,Free,12051,V,27500
228,SAT.1 CH ,DTV,Free,12051,V,27500
229,SAT.1 HH/SH ,DTV,Free,12051,V,27500
230,SAT.1 NS/Bremen ,DTV,Free,12051,V,27500
231,SAT.1 RhlPf/Hessen ,DTV,Free,12051,V,27500
232,. ,DTV,Free,12051,V,27500
233,rbb Brandenburg ,DTV,Free,12110,H,27500
234,rbb Berlin ,DTV,Free,12110,H,27500
235,ARD-TEST-1 ,DTV,Free,12110,H,27500
236,NDR FS MV ,DTV,Free,12110,H,27500
237,NDR FS HH ,DTV,Free,12110,H,27500
238,NDR FS NDS ,DTV,Free,12110,H,27500
239,NDR FS SH ,DTV,Free,12110,H,27500
240,MDR Sachsen ,DTV,Free,12110,H,27500
241,MDR S-Anhalt ,DTV,Free,12110,H,27500
242,MDR Thüringen ,DTV,Free,12110,H,27500
243,SWR Fernsehen RP ,DTV,Free,12110,H,27500
244,TV5 MONDE ,DTV,Free,12129,V,29700
245,N24 DOKU Austria ,DTV,Free,12148,H,27500
246,BB-MV Lokal-TV ,DTV,Free,12148,H,27500
247,. ,DTV,Free,12148,H,27500
248,Comedy Central / VIVA AT ,DTV,Free,12148,H,27500
249,NICKELODEON AT ,DTV,Free,12148,H,27500
250,DELUXE MUSIC ,DTV,Free,12148,H,27500
251,Immer etwas Neues TV ,DTV,Free,12148,H,27500
252,MediaShop- Meine Einkaufswelt ,DTV,Free,12148,H,27500
253,StarParadies ,DTV,Free,12148,H,27500
254,Channel21 ,DTV,Free,12148,H,27500
255,pearl.tv Shop ,DTV,Free,12148,H,27500
256,. ,DTV,Free,12148,H,27500
257,DMAX Austria ,DTV,Free,12148,H,27500
258,GOD Channel ,DTV,Free,12148,H,27500
259,. ,DTV,Free,12148,H,27500
260,LCP ,DTV,Free,12168,V,29700
261,RTL Television ,DTV,Free,12188,H,27500
262,RTL2 ,DTV,Free,12188,H,27500
263,SUPER RTL ,DTV,Free,12188,H,27500
264,VOX ,DTV,Free,12188,H,27500
265,n-tv ,DTV,Free,12188,H,27500
266,RTLplus ,DTV,Free,12188,H,27500
267,NITRO ,DTV,Free,12188,H,27500
268,RTL HB NDS ,DTV,Free,12188,H,27500
269,RTL Regional NRW ,DTV,Free,12188,H,27500
270,RTL FS ,DTV,Free,12188,H,27500
271,TOGGO plus ,DTV,Free,12188,H,27500
272,RTL HH SH ,DTV,Free,12188,H,27500
273,LCI ,DTV,Free,12207,V,29700
274,RTL Austria ,DTV,Free,12226,H,27500
275,VOX Austria ,DTV,Free,12226,H,27500
276,RTL2 Austria ,DTV,Free,12226,H,27500
277,SUPER RTL A ,DTV,Free,12226,H,27500
278,Eurosport 1 Deutschland ,DTV,Free,12226,H,27500
279,HSE24 EXTRA ,DTV,Free,12226,H,27500
280,EURONEWS FRENCH SD ,DTV,Free,12226,H,27500
281,VOX CH ,DTV,Free,12226,H,27500
282,RTL CH ,DTV,Free,12226,H,27500
283,EURONEWS GERMAN SD ,DTV,Free,12226,H,27500
284,SR Fernsehen ,DTV,Free,12266,H,27500
285,ARD-alpha ,DTV,Free,12266,H,27500
286,Sky Sport News HD ,DTV,Free,12304,H,27500
287,WDR Bielefeld ,DTV,Free,12422,H,27500
288,WDR Dortmund ,DTV,Free,12422,H,27500
289,WDR Düsseldorf ,DTV,Free,12422,H,27500
290,WDR Essen ,DTV,Free,12422,H,27500
291,WDR Münster ,DTV,Free,12422,H,27500
292,WDR Siegen ,DTV,Free,12422,H,27500
293,WDR HD Köln ,DTV,Free,12422,H,27500
294,WDR HD Bielefeld ,DTV,Free,12422,H,27500
295,WDR HD Dortmund ,DTV,Free,12422,H,27500
296,WDR HD Düsseldorf ,DTV,Free,12422,H,27500
297,WDR HD Essen ,DTV,Free,12422,H,27500
